Assists,Goal_Shot_Ratio,Goals,MVPs,Player_name,Rank,Saves,Shots,TRN_Score,Wins
"7,532",48.6,"31,366","3,935",HorizonPython82,5639,"16,283","65,360","161,544.90","9,112"
"13,989",42.9,"31,366","6,907",GovernorGrov,5639,"36,194","73,206","126,069.30","12,194"
"13,268",44,"31,367","5,857",goorizle,5637,"26,985","71,272","10,463.60","12,616"
"10,876",48.1,"31,367","5,866",STR4NG3R,5637,"30,618","65,239","146,978.50","12,446"
"2,718",56.2,"31,368","1,280",brambo,5635,"20,459","56,182","2,422,482.70","6,268"
"11,374",48.6,"31,369","4,314",Bulbasaur,5634,"27,012","64,629","156,848.20","13,605"
"11,917",47.8,"31,370","6,910",n1ck,5633,"25,014","65,589","113,568.90","11,916"
"5,219",53,"31,371","2,337",Razzer,5631,"18,196","59,340","265,433.90","7,150"
"11,396",54.4,"31,373","5,538",eicki84,5630,"13,134","57,752","37,086.10","10,748"
"15,614",47.3,"31,374","6,233",Zarchus,5628,"23,829","66,599","233,677.10","13,427"
"13,513",52.9,"31,379","5,013",JonnyHill20,5627,"17,705","60,166","49,629.50","12,667"
"14,752",44.5,"31,381","5,798",wayzuh_bwaydez,5626,"27,586","70,585","217,014.20","14,268"
"14,489",50.5,"31,382","7,423",ur daddy 0007,5625,"14,007","62,176","132,596.40","15,762"
"15,910",42.7,"31,383","5,768",HoX62,5624,"22,055","73,431","407,593.70","13,904"
"3,055",57,"31,385","1,504",ELLWOOOO9,5622,"14,586","55,050","402,857.60","6,047"
"13,097",47,"31,385","5,310",Jossa,5622,"35,016","66,755","23,331.50","16,956"
"8,927",47.9,"31,386","4,055",Styl3,5621,"23,387","65,596","372,794.70","9,250"
"12,762",43.8,"31,387","7,736",Owen_0546,5620,"27,567","71,744","320,698.80","12,675"
"9,263",47.2,"31,388","5,868",VenomousJS,5619,"22,804","66,456","339,914.50","10,020"
"8,748",49.9,"31,392","4,620",jpenn72,5617,"6,619","62,878",0,"8,038"
"12,058",44.5,"31,392","6,292",RAZE_ONE3,5617,"35,440","70,530","222,760.30","12,468"
"6,732",54.8,"31,395","3,277",Fitz,5616,"27,611","57,348","100,566.10","9,416"
"9,127",47.4,"31,396","3,050",gingerninja7,5615,"26,195","66,175","363,035.70","11,045"
"12,175",43.4,"31,398","7,061",oShaarKz_,5614,"27,366","72,395","100,037.30","12,172"
"10,957",47.7,"31,399","5,723",Ande,5612,"24,043","65,845","157,213.80","12,105"
"14,930",47.7,"31,399","6,026",Trevo,5612,"13,311","66,074","77,494.30","13,269"
"10,758",49.2,"31,401","3,881",EisaiMalakas8,5611,"10,245","63,976","75,911.70","12,648"
"7,583",48.7,"31,403","6,400",Frothiny,5609,"23,798","64,564","13,412.90","9,366"
"2,397",56.7,"31,402","1,304",Griff,5610,"19,100","55,385","263,187.10","6,292"
"12,571",45.3,"31,405","4,720",ii ECLiPZE OpS,5606,"19,670","70,110","229,385.80","11,073"
"8,949",48.1,"31,405","4,485",oOTheAnarchistOo,5606,"18,883","65,506","288,171.00","10,604"
"14,279",44.4,"31,405","6,860",2SKNNY,5606,"23,595","70,748","71,600.20","12,815"
"13,299",50.1,"31,407","6,469",HalfEatnSandwch,5603,"14,953","62,659","123,607.90","12,422"
"11,505",46.9,"31,407","4,571",Corn Bread,5603,"23,114","67,085","226,730.70","11,282"
"11,560",48,"31,407","4,815",Beckafort,5603,"25,014","65,524","105,383.00","11,294"
"9,460",44.4,"31,408","6,489",twitch.tv/sergiocrac99,5601,"30,766","70,775","381,574.70","10,787"
"12,656",45.6,"31,408","7,045",Obrozz,5601,"26,854","68,959","218,090.00","12,200"
"8,847",51.7,"31,196","4,351",bajenpojke,5798,"21,729","60,419","158,105.40","9,273"
"3,845",59.9,"31,195","2,049",ATSthomasATS,5799,"20,540","55,616","151,089.60","7,671"
"9,763",51.8,"31,197","4,309",nwju,5797,"15,065","60,454","117,013.70","11,570"
"12,589",46.3,"31,201","6,435",drob90cgp,5795,"29,091","67,443","173,846.10","11,657"
"10,781",50.6,"31,199","5,079",OnSched4GoodMeas,5796,"15,911","61,665","46,374.50","12,832"
"15,227",41.3,"31,202","6,485",Rawr [MKIV],5794,"28,174","75,616","256,941.20","15,569"
"8,203",47.9,"31,204","7,332",NuiBoi,5793,"20,349","65,254","152,773.50","10,201"
"11,403",45.1,"31,205","5,392",MrMikx,5791,"20,981","69,124","240,889.70","11,331"
"14,919",42.6,"31,205","6,685",Soleny,5791,"30,977","73,277","164,888.30","15,018"
"10,266",47.8,"31,208","3,882",Dohrnii69,5789,"25,708","66,049","192,045.00","9,532"
"18,018",41.4,"31,208","6,424",omar0101,5789,"25,708","75,472","213,429.90","16,051"
"3,244",69.8,"31,209","5,617",upsidedownatv7,5788,"2,421","44,729","153,339.90","6,905"
"3,976",58.2,"31,210","2,102",Farooqies,5787,"14,161","53,655","6,628.50","7,227"
"12,569",45.8,"31,211","3,883",Advil,5786,"24,821","68,273","79,057.20","13,352"
"9,286",56.2,"31,212","3,339",ZeBanguh,5784,"20,177","55,703","205,989.90","14,505"
940,60,"31,212",437,✪✪✪ Pitu ✪✪✪,5784,"10,330","52,681","42,410.90","4,507"
"13,450",46.5,"31,214","5,804",Haenggii,5783,"21,352","67,238","39,663.90","12,629"
"13,475",45,"31,216","6,267",p3n3l0c0,5782,"21,577","69,508","150,831.60","12,551"
"13,402",46.1,"31,217","6,729",Alexempt,5779,"24,714","67,693","1,257.30","12,486"
"14,172",48.6,"31,218","3,825",Nayr,5778,"24,572","64,372","166,247.00","12,627"
"11,272",52.5,"31,217","6,932",ze g3rm4nz,5779,"21,173","59,792","175,385.50","12,796"
"9,216",47.7,"31,217","5,297",FlowZ,5779,"25,017","65,395","286,077.00","10,036"
"7,703",49.7,"31,223","4,437",William IV,5777,"16,196","63,172","312,344.60","8,288"
"7,735",58.1,"31,224","3,003",HAN CHOLO STRIKES AGAIN!,5775,"7,878","53,781","122,385.40","10,499"
"11,148",42.6,"31,224","6,691",DEEPLORD,5775,"22,818","73,305","56,890.10","11,424"
"11,077",46.5,"31,226","5,878",neptune.,5772,"31,478","67,181","103,148.10","11,844"
"15,443",43.6,"31,226","6,131",MadmanLugos,5772,"29,389","71,577","114,418.00","13,204"
"15,780",51.9,"31,226","4,145",FREAKSKINNY,5772,"13,002","60,205","35,168.50","16,660"
"8,664",51.4,"31,228","3,671",12 Boost and a Dream,5771,"26,745","60,743","100,105.50","11,087"
"9,586",53.4,"31,230","5,760",jasonnixe,5770,"26,859","58,970","391,325.20","11,888"
"9,411",45.8,"31,233","6,047",Thue,5769,"26,212","68,163","411,256.20","10,432"
"1,743",60,"31,235","1,205",SiicKxNaStY,5768,"9,529","52,052","17,757.00","4,599"
"10,995",50.7,"31,236","5,405",cbaeba,5767,"16,185","61,901","102,883.50","11,211"
"8,402",51.4,"31,240","4,954",KingGhandy,5765,"18,411","61,409","187,640.60","9,347"
"13,376",49.5,"31,240","6,420",Rastaman,5765,"18,199","64,539","218,603.70","12,570"
"10,025",47.4,"31,242","4,088",Trets,5763,"24,718","65,985","173,769.80","11,454"
"8,526",49.3,"31,248","5,771",smashnet,5757,"20,271","63,429",0,"10,366"
"10,197",44,"31,242","4,753",KhaelaNnNnNnNn,5763,"28,385","70,967","3,732.40","10,633"
"7,274",50.5,"31,243","3,954",Rubos,5762,"17,903","61,911","162,707.70","8,423"
"14,885",41.5,"31,246","6,291",Trippy,5759,"30,805","75,577","87,908.10","12,491"
"4,180",55.6,"31,245","2,049",PiNEZALL,5760,"15,578","56,188","52,168.30","7,311"
"12,862",48.1,"31,247","5,740",mtc rogue,5758,"22,160","64,976","324,998.50","12,074"
"7,528",52,"31,250","5,137",DesolateMind,5755,"22,371","60,212","108,454.60","10,112"
"5,423",52.2,"31,249","2,425",TrumpetJedi,5756,"16,842","59,983","201,897.70","7,560"
"13,781",45.7,"31,251","4,061",polo le grand,5753,"23,786","68,433","146,546.40","15,363"
"1,866",64.3,"31,251",610,Garchiz,5753,"16,124","49,363","361,920.20","7,996"
"2,400",58.4,"31,254","1,220",willys-willy,5750,"12,756","55,227","127,637.20","5,556"
"11,804",48.9,"31,254","6,288",CCBR_SkYzOtRoN,5750,"22,355","64,341","97,158.00","11,751"
"12,054",46.8,"31,257","6,541",Torch-_Char7ie,5747,"18,011","67,184","186,406.90","10,720"
"14,506",48.9,"31,257","5,384",Puffbird *ChatOff,5747,"27,658","64,020","247,795.20","14,488"
"8,108",51.5,"31,257","5,301",Ryujin,5747,"14,785","60,699","184,740.20","9,177"
"15,495",39.9,"31,258","6,156",CRISTIAN-M-V,5746,"38,893","78,368","6,502,549.40","14,280"
"10,744",43.4,"31,259","6,247",Nielskoek,5745,"20,332","71,945","54,519.90","9,974"
"4,661",54.4,"31,261","2,687",CptMarx,5744,"13,989","61,158","232,406.70","7,292"
"11,847",52.4,"31,262","4,890",TARQOV,5741,"12,401","59,626","18,131.40","11,337"
"15,496",44.9,"31,262","4,994",R3NCOR3,5741,"24,257","70,271","6,171,149.70","15,134"
"12,971",43.5,"31,262","4,491",Dire,5741,"22,387","71,916","170,924.80","11,158"
"8,211",51.4,"31,265","3,459",GigaCammellone,5735,"19,420","60,895","141,858.50","10,021"
"7,289",51.6,"31,264","6,046",yodandy,5738,"15,666","60,892","136,044.50","8,735"
"11,278",48.8,"31,266","4,145",shifty,5734,"20,960","64,440","28,230.70","9,957"
"8,735",52.5,"31,264","3,694",Mur7,5738,"21,848","59,778","85,021.10","8,644"
"14,524",47.5,"31,270","6,762",jayel83,5730,"20,302","69,261","305,078.00","12,060"
"12,821",47.9,"31,264","6,839",i-ksle-,5738,"21,390","65,545","109,590.40","11,253"
"13,301",45.7,"31,265","6,599",SchumiLinho,5735,"25,117","68,486","146,182.70","14,436"
"13,366",43,"31,265","5,972",Sharpy1,5735,"21,100","72,767","242,491.10","12,064"
"13,271",47.2,"31,269","4,722",rambutan,5731,"23,173","66,243","157,552.80","12,277"
"10,887",49.4,"31,267","4,451",Toinou,5733,"18,733","63,544","241,217.30","10,857"
"18,465",39.2,"31,274","5,820",COOOLBEANS,5729,"25,261","79,799","208,106.00","18,531"
"16,725",43.3,"31,282","6,434",muddybone,5722,"21,077","72,250","181,925.20","18,750"
"5,840",52.4,"31,269","2,668",DerCrutch,5731,"11,765","59,743","196,268.00","6,938"
"6,905",52.7,"31,284","3,004",cejadirn,5721,"20,834","59,460","201,290.90","8,126"
"8,808",52.8,"31,285","3,389",FatalMadeSiCc,5720,"16,991","60,284","194,365.30","9,749"
"9,666",47.6,"31,278","5,434",!ZiP!,5727,"21,439","65,659","112,663.20","9,806"
"6,850",52,"31,279","3,327",GoldPenguins,5725,"21,116","60,142",0,"7,571"
"5,992",53.2,"31,280","2,580",Dragon,5723,"17,346","58,752","37,623.70","8,407"
"10,960",44.3,"31,286","5,049",iMBR,5719,"21,639","70,552","193,404.90","10,187"
"14,143",44.1,"31,289","5,652",louisinthehouse,5716,"35,512","70,927","213,815.90","15,622"
"12,319",43.5,"31,277","6,702",Pokemon GO SUCK,5728,"23,039","71,940","253,223.50","12,434"
"8,951",50.9,"31,280","5,298",creespor ( ps5 controller ),5723,"18,319","61,547","6,308,206.10","10,629"
"10,657",42.8,"31,292","4,844",parka.,5715,"31,511","73,081","461,444.30","10,820"
"10,278",51.8,"31,298","5,432",Conceded Goals,5710,"13,586","60,439","116,230.70","10,268"
"9,243",54.2,"31,299","4,395",Fayblous,5709,"16,019","58,505","156,084.20","10,687"
"2,696",60.6,"31,288","1,366",glazerman,5717,"11,925","52,254","57,385.80","5,857"
"12,250",43.6,"31,300","5,215",ThekingTarran,5706,"27,355","71,870","91,720.30","11,111"
"11,447",44.9,"31,293","5,300",Fat Maggot,5712,"32,528","69,676","202,167.60","11,859"
"12,551",43.6,"31,293","4,478",Tac,5712,"28,017","71,805","153,873.30","11,964"
"15,246",45.5,"31,297","5,821","I'm a train, what about choo?",5711,"26,422","68,787","156,009.80","14,349"
"8,951",50.9,"31,300","5,298",CresporX,5706,"18,319","61,547","6,350,772.80","10,629"
"10,768",48.2,"31,300","5,071",tatto_ibiza2010,5706,"19,729","65,048","184,687.10","11,710"
"8,357",48.6,"31,293","5,252",wayne,5712,"19,825","65,143","263,579.80","9,969"
"14,337",46.7,"31,302","6,403",King Crimson,5702,"24,548","67,081","328,569.50","13,728"
"10,524",52.5,"31,302","5,810",CRAYFRA,5702,"14,674","67,003","444,333.90","11,221"
"7,219",54.1,"31,303","3,592",liquidcll,5700,"16,926","60,206","97,349.10","7,819"
"7,514",50.3,"31,096","3,855",God_Doctor,5898,"18,249","62,411","183,499.20","8,057"
"8,184",52.6,"31,301","2,387",QuestionMarkKing,5704,"19,089","59,497","40,435.80","9,303"
"9,145",48,"31,096","4,115",MiXxX,5898,"15,825","64,740","155,427.40","8,791"
"14,449",45.1,"31,097","7,137",Famster,5897,"26,352","68,947","217,337.60","12,496"
"15,523",47.2,"31,098","6,869",Teammate Pass Counter,5895,"12,280","66,255","173,820.60","12,017"
"7,552",51.5,"31,098","3,260",Big Daddy,5895,"18,922","61,274","306,720.40","8,788"
"7,007",50.4,"31,100","2,697",Mikizera,5894,"23,876","61,693","301,915.20","8,979"
"1,472",61.4,"31,101",601,CanineGalaxy296,5892,"11,644","50,630",0,"6,146"
"12,906",47.5,"31,101","5,997",OldKingWIZ,5892,"19,890","65,534","97,926.80","11,764"
"15,599",40.5,"31,301","6,769",Dark Demise,5704,"26,845","77,297","177,538.90","12,981"
"17,490",43.5,"31,102","5,641",GRIT,5891,"24,821","71,663","242,002.60","18,388"
"8,708",50.4,"31,104","4,011",FurianGod23,5890,"16,482","61,887","69,666.70","9,214"
"14,314",46.1,"31,109","5,822",Lord_Emperiex99,5888,"23,422","68,408","5,379,098.60","13,550"
"14,375",44,"31,110","6,016",Mr. Spell [COYS],5886,"23,752","70,820","254,809.50","11,762"
"14,358",42,"31,110","6,133",baesoi.,5886,"29,081","74,296","230,976.80","13,760"
"17,038",47.1,"31,111","6,520",huustad,5885,"22,164","67,001","150,329.30","13,920"
"8,906",48.8,"31,112","3,845",Ban Em All,5884,"30,776","63,824","278,497.20","9,164"
"18,863",44.3,"31,113","6,220",sushiflash,5882,"27,290","70,182","148,644.50","25,340"
"15,841",42.5,"31,114","6,802",OG Wade Wils0n,5880,"29,175","73,174","155,272.20","15,287"
"5,364",53.5,"31,113","2,095",eminga,5882,"23,553","58,349","128,841.20","8,051"
"13,754",45.7,"31,114","5,725",aYrBourne,5880,"21,892","68,014",0,"10,666"
"12,001",48,"31,121","5,611",MichaelLXIX,5873,"17,700","65,195","60,645.00","11,306"
"12,745",48.5,"31,115","5,436",skittish C,5878,"18,606","64,265","125,233.80","11,651"
"15,186",40.8,"31,120","5,494",DrEcKsAcK,5874,"26,252","76,351","62,924.00","14,037"
"9,875",49.7,"31,125","5,103",xgrangeyboii92x,5866,"23,121","62,626","137,076.90","11,207"
"8,590",57,"31,122","3,444",AdeptGalaxy6847,5872,"11,115","54,701","182,841.00","10,207"
"13,208",44.4,"31,125","6,092",Alein*RL,5866,"28,081","70,074","156,690.80","13,000"
"3,365",53.3,"31,125","1,639",Homie,5866,"19,675","58,550","151,731.70","6,325"
"11,440",46.8,"31,125","5,338",Hig,5866,"20,965","66,484","117,596.20","10,453"
"13,422",44.3,"31,127","4,805",Otto,5865,"24,465","70,264","207,029.70","12,464"
"11,405",48.5,"31,128","5,466",Artex_Monkey,5863,"17,012","64,770","4,619,424.20","10,485"
"9,383",45.7,"31,128","4,964",Sizz,5863,"19,005","68,123",0,"9,491"
"14,361",45.9,"31,119","5,948",,5877,"27,239","67,942","207,138.90","13,436"
"15,901",53.6,"31,120","6,457",junya777go,5874,"13,265","58,025","220,137.50","21,120"
"8,482",50,"31,131","3,783",baconfreakjosh,5861,"19,035","62,529","240,774.40","9,053"
"7,669",51,"31,132","3,124",Mistral,5858,"20,335","61,421","199,110.00","9,253"
"15,354",39.2,"31,132","6,010",Noise,5858,"28,067","79,636","124,465.30","15,740"
"12,228",51.6,"31,132","4,737",GUMBALL_3000_99,5858,"11,111","60,340","205,475.60","11,124"
"14,577",43,"31,139","4,157",Fabi LF1,5857,"25,644","72,467","215,228.70","12,073"
"13,079",50.1,"31,141","7,622",Panter92 CZ,5855,"22,094","62,502","108,968.20","13,840"
"11,860",45.3,"31,141","7,075",Jozzy ｯ,5855,"21,472","68,764","104,726.20","10,417"
"5,167",54,"31,143","2,349",smitty,5853,"20,014","57,652","45,346.20","7,328"
"15,531",41.1,"31,145","5,646",Putz,5852,"28,201","75,955","233,290.00","12,260"
"15,306",43.9,"31,147","4,573",StoN_KwlO,5851,"25,642","70,974","204,183.90","14,800"
"11,048",45.9,"31,148","5,348",Koho,5850,"25,472","67,906","85,244.80","10,174"
"12,115",46,"31,150","5,916",SacredGardenz,5849,"19,846","67,771","168,942.80","11,686"
"13,192",48.4,"31,151","5,694",#NAME?,5848,"19,955","64,383","117,434.60","11,714"
"15,145",45.7,"31,153","5,768",springs,5847,"20,187","68,303","74,702.00","12,237"
"14,257",44.9,"31,157","6,133",bodian,5846,"27,152","69,530","394,745.40","14,114"
"9,101",49.7,"31,159","7,100",HaTinEngiNeeR,5843,"18,269","62,742","205,279.00","9,888"
"9,675",45.9,"31,159","7,160",shane,5843,"20,381","67,825","461,237.00","9,372"
"10,796",46.8,"31,159","5,447",Na1Fx,5843,"23,366","66,568","181,305.80","11,380"
"12,012",46.9,"31,160","5,507",Jazz,5842,"21,852","66,528","169,747.50","11,702"
"11,565",43.7,"31,161","6,117",morg,5840,"27,990","71,246",0,"11,824"
"13,108",45.6,"31,161","6,438",Markito626,5840,"28,021","68,330","163,237.30","11,964"
"7,252",58.2,"31,163","3,685",N7_Shepard_1987,5839,"12,348","53,516","196,405.90","9,098"
"4,421",55.4,"31,165","2,076",zSMADx,5838,"16,439","56,327","252,353.90","6,847"
"7,057",51,"31,166","3,395",Brezzer,5836,"26,326","61,141","101,467.90","8,576"
"9,840",49.4,"31,166","5,858",ZNBJ,5836,"19,396","63,143","418,744.50","9,523"
"12,357",44,"31,167","4,439",Dřvk,5834,"27,478","71,377","235,584.60","11,026"
"9,447",48.7,"31,167","4,155",01001110 01100101 01101111,5834,"19,865","63,983",0,"9,477"
"12,669",44,"31,169","5,888",oVaMPiiERz,5832,"24,573","70,937","242,780.60","11,953"
"12,784",44.5,"31,169","6,905",chiraqqx,5832,"26,766","73,806","1,155,208.10","12,596"
"8,331",54.8,"31,170","4,481",Opalloca,5831,"9,104","56,899","43,994.70","10,342"
"5,775",56.3,"31,171","2,121",Lu,5830,"10,747","58,620","140,414.70","8,207"
"11,762",46.4,"31,172","4,858",xIIBlackMaJicIIx,5828,"28,351","67,218","799,435.50","12,068"
"7,289",51.6,"31,173","6,046",yodandy,5826,"15,666","60,892","156,544.50","8,735"
"9,640",44.8,"31,177","4,793",Monster442,5819,"32,799","69,544","629,196.50","10,108"
"10,052",45.9,"31,173","6,402",Goncas_Joao,5826,"26,811","67,846","247,377.80","10,317"
"15,515",43.6,"31,174","5,986",B. Tol,5823,"26,965","71,491","245,258.50","16,705"
"8,099",51,"31,174","4,947",HeroicStriker,5823,"17,426","61,371","19,553.50","9,329"
"1,062",54.6,"31,174",508,FLECKTONES,5823,"3,327","12,603","-3,401,927.50","1,548"
"10,043",46.3,"31,176","5,961",R-7O7-G,5822,"23,399","67,356","1,226,311.70","12,282"
"11,109",46.4,"31,177","4,840",DankyNugs,5819,"29,319","67,142","275,853.70","11,703"
"8,978",52.8,"31,178","3,232",SNAAABEN,5817,"21,454","59,400","501,732.50","10,197"
"13,478",45.4,"31,178","4,461",qwertz123456789,5817,"28,017","68,774","88,119.10","13,490"
"14,125",45.3,"31,177","6,014",pellex2,5819,"22,131","68,896","77,160.30","12,503"
"8,615",50.6,"31,183","3,946",Raistafarean,5815,"23,124","65,243","324,451.60","9,863"
"8,470",52.5,"31,184","3,556",King Engine,5813,"18,557","59,442","111,318.90","8,317"
"12,007",49.1,"31,184","4,420",AMK I CHIKO,5813,"20,502","63,676","142,195.60","12,082"
"7,885",51.9,"31,185","3,624",MAJOR BOUCHO,5811,"19,634","60,793","35,088.20","9,415"
"9,263",46.2,"31,186","3,184",Rnd,5810,"28,800","67,481","40,406.20","9,516"
"12,932",48.7,"31,187","5,378",IVIylostpotato,5808,"18,835","65,891","139,445.90","11,933"
"14,060",42.8,"31,187","5,538",Amanda,5808,"23,419","72,842",0,"12,172"
"16,112",41.2,"31,188","9,157",Herr Pess,5805,"32,802","75,735","195,815.60","13,672"
561,62,"31,189",306,hilbert-space,5803,"10,669","51,749","286,224.90","4,468"
480,53.7,"31,190",228,Steve25ccfc,5802,"11,218","58,163","59,717.20","4,070"
"13,932",45.3,"31,188","6,629",¤ i heart pineapple ¤,5805,"18,780","68,807","24,156.80","15,323"
"5,493",51.4,"31,189","2,853",DeadStar7891,5803,"19,098","60,624","255,350.50","9,512"
"10,708",45.5,"31,192","4,680",Swift,5801,"27,595","68,602","426,759.40","11,275"
"9,214",50.9,"30,974","4,052",cooleyhigh86,5999,"15,810","60,904","1,399.00","9,233"
"15,174",43,"30,975","4,890",Yass,5998,"24,115","72,045",0,"12,077"
"13,627",45.9,"30,977","6,209",Jonman,5997,"26,654","67,630","153,391.80","13,573"
179,48.4,"30,980",98,Kingdrift_1,5996,372,"1,157","-4,681,009.00",177
"7,246",51.3,"30,983","4,556",Filter,5993,"20,179","60,340","244,319.10","10,084"
"5,372",54,"30,983","2,372",Dr L0ngSh0t,5993,"15,296","57,507","4,091.90","8,242"
"5,594",54.7,"30,983","1,983",oranginna,5993,"15,585","56,649",0,"7,337"
"6,236",52.7,"30,986","4,289",Travis_Marshall,5989,"22,287","58,796","47,498.70","8,529"
"12,493",46.6,"30,985","4,126",punafemma,5991,"20,679","66,538","243,965.00","13,887"
"16,117",43.4,"30,986","5,563",Airoh,5989,"25,614","71,362","206,320.30","13,951"
"11,171",51.9,"30,991","4,507",GaZiG,5986,"29,965","59,799","124,842.00","12,747"
"14,400",43.7,"30,988","4,504",Shnickolas | Twitch,5988,"24,253","70,941","172,976.70","14,848"
"10,409",46.6,"30,991","5,975",Muskey,5986,"25,518","66,696","190,489.30","10,404"
"5,086",53.9,"30,992","1,749",mute,5984,"14,864","57,520","189,363.50","7,379"
"6,556",51.8,"30,992","2,371",DeeAyePee,5984,"19,722","59,843","260,735.00","9,244"
"5,942",52,"30,996","2,776",iglad_5002,5983,"23,641","59,622","201,592.70","7,309"
"13,516",44.8,"30,997","7,385",Tw2x,5982,"24,702","69,223","129,082.90","12,954"
"15,173",42.1,"30,998","7,676",Jrdn2112,5981,"29,281","73,622","191,357.50","13,475"
"9,970",45.8,"31,001","3,492",maxx_rl,5980,"23,874","67,688","148,553.70","10,579"
"3,818",57.4,"31,002","1,744",OFFICER3:16,5979,"21,459","55,865","210,609.20","6,445"
"13,644",47.4,"31,005","5,137",JeezyPhresh,5976,"19,788","65,685","25,791.40","14,725"
"13,677",49.6,"31,005","5,244",IIIONE_NATIONIII,5976,"18,341","64,276","459,801.30","14,408"
"12,436",47.8,"31,005","5,648",Lusient,5976,"14,166","65,243","21,612.20","12,216"
"11,132",52.9,"31,007","4,916",Cuyahoga,5975,"16,038","58,711","51,493.50","11,704"
"12,663",45.4,"31,008","6,643",$ab0o,5973,"24,513","68,374","131,317.90","10,856"
"13,429",43.4,"31,008","6,600",L-orenzoooo,5973,"29,225","72,081","94,780.80","11,372"
"8,633",49.2,"31,009","6,522",Do_It_4_Da_Boyz,5972,"21,411","62,989","213,871.50","9,056"
"12,483",45.4,"31,011","4,993",Phantom_Exile_,5971,"18,152","68,532","207,481.00","12,809"
"10,825",49,"31,014","6,067",Subo.,5970,"19,768","63,447","62,905.70","10,458"
"12,876",47.2,"31,015","5,928",Cha dohzee,5968,"17,443","65,717","320,849.50","10,884"
362,91.8,"31,016",238,RocketPassTrader,5966,"1,690","33,772","14,631.50","7,632"
"12,062",46.5,"31,016","4,996",okSomber,5966,"19,012","66,750","375,251.00","12,162"
"11,258",46.5,"31,018","4,481",twitch.tv/RektDelarip,5965,"21,041","66,712","361,863.10","9,204"
"3,520",54.9,"31,020","1,842",Kicinboy,5963,"16,281","56,535","135,354.40","6,765"
"12,678",47.1,"31,020","6,258",Dubs V,5963,"16,667","65,954","156,443.50","12,678"
"9,906",47.7,"31,021","4,916",OUKEE,5961,"25,005","65,481","178,825.60","10,261"
"12,009",46.1,"31,021","6,404",junglies,5961,"25,719","67,316","300,405.20","11,278"
"11,769",47.6,"31,022","6,450",Lil_Penguin_,5960,"20,231","66,350","405,947.40","10,634"
"12,009",46.1,"31,023","6,404",junglies,5956,"25,719","67,316","292,252.40","11,278"
"11,368",52.3,"31,023","4,852",xWorldEaterGigx,5956,"17,070","59,776","118,347.70","11,448"
"10,514",47.7,"31,023","3,337",Zacharoo.brew,5956,"23,142","65,187","228,338.20","11,199"
"11,792",42.5,"31,023","5,101",mosley,5956,"35,002","73,027","353,906.80","11,836"
"12,048",41.4,"31,024","5,557",radoko.,5954,"34,245","74,901","223,145.20","11,980"
"9,230",52.1,"31,024","4,114",Spectrum7Seven,5954,"10,143","59,888","118,366.80","11,279"
"8,263",50.9,"31,025","3,785",Yoshen,5950,"13,582","61,022","90,582.30","8,433"
"5,630",53.8,"31,025","4,519",Squantohantas,5950,"18,300","57,758","7,743.90","7,522"
"13,536",50.8,"31,025","6,039",jvt86grunn,5950,"21,859","61,092","340,013.80","14,400"
"11,133",46.5,"31,025","4,210",NpeaceZ,5950,"18,554","66,697","35,524.90","10,350"
"12,033",45.3,"31,027","5,202",Xfearsrevengex,5948,"26,527","68,543","55,839.10","11,530"
"10,023",45.7,"31,027","3,597",Cazz,5948,"29,716","67,951","170,348.50","10,519"
"12,919",44,"31,037","3,889",Señorbert | teammeister.eu,5941,"30,424","70,669","177,086.60","14,310"
"4,415",57,"31,030","1,964",KenO81987,5947,"17,103","54,431","214,020.80","7,309"
"10,126",53,"31,039","5,854",Liberals are BS,5940,"19,284","58,667","106,067.30","10,557"
"7,579",52.2,"31,049","2,992",Renkro,5935,"22,895","59,445","111,806.30","9,724"
"7,722",48.1,"31,035","4,757",jake,5942,"20,446","64,458","330,344.40","10,121"
"6,898",50.4,"31,049","5,356",DELUXE TURTLE50,5935,"25,547","61,832","303,810.60","9,849"
"4,476",51.5,"31,050","3,232",Chris-dV,5934,"16,152","60,535","48,179.50","7,087"
"5,077",57.6,"31,035","1,527",Dany Skegg,5942,"11,015","54,113","125,421.60","7,042"
"11,296",44.6,"31,035","4,473",Flogamed,5942,"27,313","70,801","7,196,554.90","10,246"
"11,719",45.4,"31,051","5,203",Cristian_RL93,5933,"23,743","68,373","354,726.80","11,875"
"7,362",51.7,"31,040","2,272",MadMarioss,5939,"19,297","60,056",0,"9,004"
"6,875",51.3,"31,053","3,377",freeplay in competitive,5931,"14,301","60,853","227,643.80","8,134"
"9,236",50.9,"31,052","4,301",ii aM x bull,5932,"19,604","61,171","286,378.30","10,715"
"8,988",47.8,"31,055","4,553",nohitter21,5929,"21,305","66,137","5,427,449.50","8,996"
"2,913",58.3,"31,056","1,347",Uncounted Nevada Ballots,5928,"14,085","53,498","168,392.90","7,238"
"9,393",48.9,"31,034","4,604",iiGaRyMh,5945,"15,702","63,640","117,034.30","9,339"
"15,486",45.8,"31,057","5,694",ezk_jkize2d3adly,5927,"18,225","67,833",0,"12,901"
"13,755",44.8,"31,059","7,209",RevSSL,5926,"27,658","69,375","158,944.40","12,673"
"11,910",48.4,"31,060","4,182",Gierer,5925,"20,823","64,463","201,141.10","11,246"
"14,307",40.7,"31,061","5,969",Avalanche,5923,"34,023","76,525","358,275.90","14,131"
